text,created_at,screen_name,.pred_positive,.pred_neutral,.pred_negative,sentiment
"Kemaren helikopter sekarang ranger hijau, ada² aja inovasi grab bike 😭 https://t.co/W7yUH7s6YK",2022-11-18T14:24:11Z,telunjukraung,0.23103862643237333,0.46730626609506093,0.30165510747256574,neutral
"@Nolyfe_____ @berburusales lgsg aktif kok kaa, kl kaka pesen grabbike atau car lgsg kepotong",2022-11-19T07:52:42Z,captmiravel,0.22861796896953418,0.4692381157015832,0.3021439153288825,neutral
Jog aku ada acara di amaranta prambanan kalo aku dari concat pake grab bike kejauhan ngga ya :( tapi naik grab car lumayan,2022-11-16T11:59:34Z,jogjamnfs,0.27881521989877467,0.35707601828959096,0.36410876181163426,negative
jog jam 10 malem masih ada gojek atau grabbike yg narik ga ya?,2022-11-19T19:38:41Z,jogjamnfs,0.23776706510704562,0.3113885402552141,0.45084439463774023,negative
"Saya driver grab bike dengan nama akun Hendra cahaya Kendaraan B3345 EPI Pada Tanggal 28.10.22 saya diwajibkan verifikasi wajah dan di beri waktu 9 menit,dalam kurun waktu tersebut saya melakukan Selfi sampai 8x dan selalu gagal,dan saya di suspend sementara.terima kasih https://t.co/P2BGzCGque",2022-11-14T09:06:03Z,chandra90599739,0.304745666947084,0.24843396547630728,0.44682036757660865,negative
bagi kode promo grabbike dong:( @GrabID,2022-11-18T12:44:09Z,cerealluvv,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"Sepanjang jalan dibonceng sama abang grabbike mata gue kriep-kriep, mana helmnya juga berat bgt jadi bikin tambah ngantuk. Untung ga jatoh, masih dikasih selamat🥲",2022-11-16T09:34:49Z,illusilia,0.22956802982597146,0.45956000516347995,0.3108719650105486,neutral
@jenowley @leesamoyed Dikirain yaampun… sampe naik grabbike keren bgt sihhhh wkwkwkwk,2022-11-19T21:18:43Z,MagnificentPJS,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
@jenowley @leesamoyed siapa ini yg naik grabbike?? Kalau aku mah kan biasa ya wkwkwkwkwk,2022-11-19T20:53:42Z,MagnificentPJS,0.3580945237373112,0.23259177766059608,0.40931369860209277,negative
@jenowley WKWKWKWK SUMPAH YA GRABBIKE TUH. Aduh woelah… cepet tau… 30menit doang me sudah sampai hum 🫶,2022-11-19T23:08:26Z,MagnificentPJS,0.22521681969261767,0.2472842249674681,0.5274989553399141,negative
ini kenapa dari tadi susah bgt pesen grab bike,2022-11-13T10:45:55Z,spicypelass,0.2936993152618068,0.37403321736543077,0.33226746737276236,neutral
Naik grab bike nyrempet bapak2 maxim nyelonong kanan g liat spion,2022-11-14T17:04:03Z,Akunjilidke30,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
ih mhlnya grabbike kalo hujann brasa tida worth it,2022-11-14T15:48:16Z,urfutureboi,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"Btw sekarang Octopus pakai sistem penjadwalan, gaes.
Ini pickup kesekian.
Dulu pas masih tinggal di Timur, yg jemput waste-nya Bapak-bapak Pengemudi Grabbike.
Sejak di Selatan, sudah 2 kali yang jemput adalah Pelestari.
-
Seru dan asik 💙",2022-11-19T13:34:26Z,gitaprash,0.2544818305224282,0.3074427628267937,0.4380754066507781,negative
"@shoomomolay Iya grabbike doang yang bisa soalnya mereka kerjasama sama pihak ancol kak. Kalo mau masuk palingan bayar buat orang doang, waktu kerja sih gitu kak aku cuma nunjukkin kartu akses dan drivernya bisa masuk ke dalam gratis",2022-11-13T12:16:35Z,disforus,0.22461937894796674,0.2281477664000732,0.54723285465196,negative
"@abcdefghijyani @403JM @sugxrbestieee @nctzenbase Kak, bisa kok naik grabbike asal mau bayarin aja si bapak supirnya",2022-11-13T12:11:10Z,disforus,0.2331048761910551,0.42299773307856176,0.34389739073038317,neutral
"gila wkwk baru kali ini dpt pengalaman naik grabbike status order cancelled tp w nyampe dgn selamat. 
pantesan td awal dia blg jangan main hp di jalan taunya ngecancel anjir🤣 w ga rugi apa""sih tp berarti dia makan uang buta kan? poin driver emng minus tp dia udh dapet tunai wkwk",2022-11-14T15:44:05Z,muntaeng__,0.44698002358020883,0.2317845230199902,0.32123545339980086,positive
"@tanyakanrl Gojek gak bisa, grabbike bisa. Sampe pantat abangnya tepos juga gas",2022-11-13T19:54:36Z,anggitaaanf1702,0.4130849823476474,0.3432553677862573,0.2436596498660952,positive
"Ampun dah padahal kita nongkrong di After You itu lama banget sejam lebih.  Udahannya sempet foto-foto lagi, tapiiii nyari Grabcar masih susah. Akhirnya kepaksa naik ojol, mana mahal lagi, mana pake salah naik lagi WKWKWKWK dear abang-abang driver grab bike; maafkan kami 🥲",2022-11-19T22:41:28Z,thiticute,0.30795796576465084,0.22941927894648614,0.46262275528886293,negative
malam ini dapet driver grabbike dan shopeefood yang baikkk bangeeet 🥹 semoga sehat-sehat bapak nyaa,2022-11-18T20:30:36Z,adriannajune9,0.2566023496654975,0.29720761218527936,0.44619003814922314,negative
"Tips:
-Cari Hotel yang mudah di akses dg jalan kaki -&gt; Karna menurut teman"" yg sudah bbrp kali ikut konser akses grab car gocar agak sulit di GBK, untuk bike masih bisa

-Cari Hotel dilewati rute MRT

- Secepatnya booking hotel, semakin mepet semakin mahal dan full booked!",2022-11-16T08:58:16Z,XeanOnly,0.22142259880876655,0.21902820003406498,0.5595492011571684,negative
"Yo ayo yang belum check out juga, ditungguin tuh ama keranjangnya🛒 👀 

Mumpung ada promo GROVO di Blibli sampe 19 Nov ini doang! Bakal buat kamu cuan buat beli beli. Nah, lanjut deh weekend-an pake GrabBike/GrabCar, ada diskon juga 😎  Cuz https://t.co/gEl4wSs2HL",2022-11-19T12:11:51Z,GrabID,0.45091456576274125,0.26953375447706374,0.27955167976019496,positive
"📌 11–13 November ini 📌
Yok, penggemar esports, barengan kita nonton langsung Piala Presiden Esports 2022.
Jangan lupa beli tiket offline-nya dulu. 👌
Kalo nenyeea naik apa, GrabBike Hemat aja.
[https://t.co/kRSu6gjSrg] https://t.co/jNAnGNEs3W",2022-11-13T09:10:05Z,GrabID,0.23478573921061613,0.2566045631920832,0.5086096975973008,negative
"Nih nih, buat yang kerjaannya numpuk wishlist doang.

Lagi ada promo GROVO (Grab &amp; OVO) di Blibli sampe 19 Nov ini, gaes! Bisa bikin kamu cuan buat beli beli. Nah, abis beli beli lanjut jalan pake GrabBike/GrabCar, ada diskon lagi.
Dah, langsung gas💨 https://t.co/gEl4wSruSd https://t.co/3s3afRBWiv",2022-11-17T11:30:00Z,GrabID,0.4045119522882125,0.2539422482278444,0.34154579948394304,positive
@yourmidnite grab bike ada potongan sesuai dom,2022-11-14T11:29:08Z,happiness_van,0.23103862643237333,0.46730626609506093,0.30165510747256574,neutral
@MasElon62 @selphieusagi Grab bike atau grab car? Mbaknya kan bilang naik gocar,2022-11-18T12:10:02Z,grumpiestant,0.22861796896953418,0.4692381157015832,0.3021439153288825,neutral
"Serba untung bareng! Dapatkan diskon GrabBike 90% dan Diskon GrabFood 50% dan ekstra bonus Vidio Platinum 30 hari dengan promo YUKGRABVIDIO khusus pengguna baru sekarang juga! 

👉 https://t.co/SwOVusweLu

#SemuaAdaDiVidio https://t.co/w7z2iBAEAm",2022-11-16T09:15:03Z,vidio,0.27531239358070525,0.4567229364855026,0.26796466993379214,neutral
tadi pagi berangkat naik gojek karena gabakal keburu kalo bawa mobil sendiri SHSJSH akhirnya pulangnya juga naik grab bike dan hujan-hujan2an 😮‍💨👍 https://t.co/XgtzHzLG9Z,2022-11-17T14:26:23Z,cscwjh,0.5344693754193349,0.2261547151992118,0.23937590938145334,positive
"@rdhmngk Transaksi nya apa ka grabfood yaaa, pake grab bike bisa sih. Tp kalo car gatau belum coba",2022-11-17T04:22:46Z,riaeksaa,0.3281337250341654,0.23531667304674558,0.43654960191908915,negative
"Soetta-Cemput 65K tanpa pake diskon apa-apa. Hihihi.
1 Koper, 1 Backpack, 1 Kotak
Kopernya dipangku, kotaknya depan abg grab.

Sebenarnya bs lebih murah lagi tp terlanjur beli yg berhenti di BNI city gak beli manggarai. 
Kereta bandara 30K, grabbike 30K+tips 5K.",2022-11-18T20:05:12Z,ansyaku,0.2937842284968623,0.34379959475574395,0.36241617674739385,negative
Tetaplah scroll twitter meskipun anda sedang di atas grabbike dan memakai helm shopeefood 💪🏻,2022-11-15T07:21:38Z,karungcoklat,0.22521832873879033,0.526384224460293,0.24839744680091666,neutral
dibuat terkejut sama harga grabbike pagi ini,2022-11-17T07:52:01Z,mgzlsdhl,0.2569441747077422,0.49814371336685953,0.24491211192539825,neutral
"Haya grab Bike.
Kemaren haya shopee. https://t.co/RAjwkHIHI9",2022-11-17T15:37:59Z,miraclevisual,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
"Meanwhile gue dapet grab bike abangnya kek baru pertama kali ke ancol terus dia kek excited nanya2 sampe gue bilang ""udah bang abis ini gausah balik jalan2 hiling di pantai aja dulu mumpung udah masuk gratis"" wkwkw",2022-11-15T22:44:32Z,kingrachaa,0.24726545943290756,0.2854310426571482,0.46730349790994435,negative
"Tidak ada yang mengalahi ambisnya mbak2 judes binti galak di busway yang kesenggol dikit kau dibacok. Trust me, I just met one. Mending menjauh, gue gerak dikit aja dia mendecak. Buswaynya kan penuh Mba :( kalau mau free and young naik grabbike mba",2022-11-14T22:14:31Z,titisankecap,0.21706357052605327,0.22683132985533502,0.5561050996186117,negative
"Pagi2 ujan, mau pesen grabcar jadi grabbike, sarapan buru2, aplikator maybelline kesayangan sy patah,,, yaallah ak tau shit might be happen tp jangan sekaligus aku bete https://t.co/ITX7rFgxHD",2022-11-17T17:42:53Z,melancholygall,0.23668644517697793,0.23416555409523454,0.5291480007277876,negative
"Naik grabbike sambil makan batagor pas mangap mau masukin batagor bukan cuma batagor doang yg masuk, angin-angin dan debu jalanan ikut masuk juga 😮‍💨",2022-11-18T20:02:27Z,sellysalyah,0.5756403384421335,0.2120843602708289,0.21227530128703767,positive
@menahan_nangis klo bnyak diskonan grabbike gue coba grab dah,2022-11-18T19:41:49Z,akatsuden,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
moots buat masuk ancol yg grab itu harus bike atau car ya? apa dua”nya gratis kendaraan kalo masuk? tia,2022-11-12T07:20:37Z,ksmongz,0.23326199053477933,0.36635359408793067,0.4003844153772901,negative
agak agak seru y wak naik grab bike sambil bawa pvc pas lampu merah KAYA WOW DILIATIN WARGA,2022-11-12T11:41:18Z,Ieeknaurrr,0.22577846124898254,0.2274953171614803,0.5467262215895372,negative
@hanchisung jadi kalau naik grabbike/grabcar harus beli lagi ya?,2022-11-12T11:45:30Z,linowsan,0.2229648575144113,0.2584602116573549,0.5185749308282337,negative
"besoknya beneran nonton dong 😭😭🫶🏻🫶🏻 aku sendiri datengnya udah sore banget sih jam 4 baru sampai ice, dramanya masih gak berkesudahan, milih naik grabbike biar gak kena macet eh aku kehujanan pas mau ke venue tapi kayak udah gak peduli aja, basah yaudah basah deh 🥹 https://t.co/9IhtPbHmFi",2022-11-12T01:16:07Z,storyec,0.2249094466045903,0.22295685637316742,0.5521336970222422,negative
Gila gila.. hampir ngalenyap di grabbike saking ngantuknyaaaaa.. cape tp seneng. Alhamdulillah.,2022-11-12T22:55:20Z,_AyuRatna_,0.22037033774298856,0.5491578688085534,0.23047179344845817,neutral
"@changbinaa enak lgsg grab bike kak ke venuenya, bisa lgsg masuk ke ancol yg bayar tiket masuk kita doang, abangnya sama motor ga perlu bayar free",2022-11-12T12:19:27Z,jinniemims,0.5710431510600849,0.21308174178363382,0.21587510715628133,positive
"@swookid @asdfghjklqwwhe boleh grabbike atau grabcar pokoknya grab itu gratis ke ancol, kalo gojek bayar lagi kendaraan+driver",2022-11-11T15:00:57Z,unknwu,0.24449346531752775,0.34286552758848576,0.41264100709398654,negative
"Kode Promo Grab GrabBike, GrabCar, GrabFood Hari ini Sabtu 12 November 2022 https://t.co/0WbZWOdeNn",2022-11-12T06:29:46Z,jabarekspres,0.23340500320559862,0.35141424870762455,0.4151807480867769,negative
"Mantap juga kita hari ini ajak anak naek grabbike, kereta, angkot terus BisKita. Lengkap banget sehari langsung cobain berbagai transportasi 😂😂😂😂",2022-11-11T17:22:24Z,YRachmania,0.5195852779484557,0.22228895899898826,0.2581257630525561,positive
"@thestorykids Tadi sih pd jalan ke gerbang carnaval, kyknta grab  bike pd ga boleh masuk, soalnya di gerbang lumayan banyak, ada ojek sih yg mau antar ke gerbang tp brp tarifnya kurang tau, td diceritain sama driver grab , ada ojek yg minta 25 rb dr venue ke gerbang",2022-11-13T00:57:23Z,deanacantik,0.5331566875280481,0.22152638824707618,0.24531692422487567,positive
lagi otw pulang dari rumah temen naik grabbike tiba2 dijalan ngebayangin pacaran sm yeonjun,2022-11-12T21:38:31Z,ZandV_,0.36690934234453765,0.2531218137410744,0.3799688439143881,negative
Fak begal bandung w jadi takut banget pake grab bike malem malem,2022-11-13T01:03:55Z,iamadeadstar,0.24649111958555414,0.2558222361187406,0.49768664429570536,negative
"Lama gak dibonceng naik matic, naik Grab bike punggung nyeri banget 🥲",2022-11-11T21:45:54Z,Addidiero,0.3277358549901229,0.23119058089333439,0.44107356411654264,negative
"Naik GrabBike bayar pakai LinkAja Syariah dan dapatkan potongan harga berkah dengan transaksi di grab sekarang. Yuk sambungkan akun Grab dan akun LinkAja Syariah punya kamu1

#MakinBerkah https://t.co/XB6FOm09xw",2022-11-13T09:01:00Z,SyariahLinkAja,0.21269004002578928,0.5729677155730066,0.21434224440120409,neutral
"@ihughanjis Bs, tgl blg aja beli tiket ots. Aku krg tau hrgnya tp ktnya sekitar 25k gt. Prefer sih mending beli buat km dl sdr aja di tiketcom. Nah kl km naeknya grab bike/car itu mrk kendaraan en drivernya free. Cm kl bukan merk Grab, hrs byr kendaraan sm supirnya jg d, ato salah satu.",2022-11-13T06:57:45Z,PurpsQ10,0.2278547739173843,0.25270143897043884,0.5194437871121769,negative
Akhirnya grabbike coz gerimisnya masi aman 👍 https://t.co/8KyfEkYBph,2022-11-11T18:11:45Z,_ayaaaa__,0.29857340187962317,0.3543051822647386,0.3471214158556381,neutral
@leemerence_ @thestorykids @Stray_Kids Sori kaa ini untuk motor jga kn grabbike,2022-11-12T07:58:54Z,Agung05530761,0.22065508579609816,0.5450050031932459,0.23433991101065607,neutral
